West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,,,,,,,,,,,,,
sablefish,Anoplopoma fimbria,20510,2003,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,548.64,900,7801299712,16778588.77,9645604,1.24515E-05,3.40562E-06,5.05201E+13,0.42362,15,15,15,15
sablefish,Anoplopoma fimbria,20510,2003,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,900,1280.16,8058579586,7824838.71,3359177,1.28076E-06,2.84879E-07,4.89257E+12,0.282679,17,17,17,17
sablefish,Anoplopoma fimbria,20510,2003,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,182.88,548.64,9955261452,1856070.84,2240449,1.59262E-07,2.34433E-07,4.93252E+11,0.37839,32,32,16,16
sablefish,Anoplopoma fimbria,20510,2003,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,548.64,900,15683986011,3544784.39,2719654,1.29391E-07,8.2617E-08,2.65237E+12,0.459438,12,12,5,5
sablefish,Anoplopoma fimbria,20510,2003,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,900,1280.16,15788732506,6003417.54,3053513,4.33705E-07,1.26524E-07,1.35145E+13,0.612352,8,8,6,6
sablefish,Anoplopoma fimbria,20510,2003,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Degs,32,34,55 183 549 900 1280 meter bounds,54.864,182.88,3851340919,,,,,,,10,10,0,0
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,54.864,182.88,11787264639,8689354.65,5521484,4.34807E-06,1.70078E-06,8.63027E+12,0.338084,70,70,47,47
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,182.88,548.64,5828866862,7172882,3062810,1.85812E-06,3.5031E-07,1.91306E+12,0.192828,33,33,29,29
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,548.64,900,4023607871,7287438.33,3337637,4.6209E-06,6.75183E-07,7.48096E+12,0.375322,10,10,10,10
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,900,1280.16,3954626654,4273275.72,2017501,9.00348E-07,1.71958E-07,1.76008E+12,0.310459,8,8,8,8
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,54.864,182.88,11255124725,4224584.84,5043815,4.84699E-07,5.44442E-07,1.0772E+12,0.245677,57,57,38,38
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,182.88,548.64,6210902689,21943162.8,12507166,6.38264E-05,2.81432E-05,6.83923E+13,0.376881,36,36,35,35
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,548.64,900,5264062343,5831915.64,3278914,1.19926E-06,3.64091E-07,1.27815E+12,0.193856,26,26,26,26
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,900,1280.16,5303944406,5834624.18,2244974,5.15216E-07,7.6527E-08,1.31763E+12,0.196736,11,11,11,11
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34To40Pt5Degs,34,40.5,55 183 549 900 1280 meter bounds,54.864,182.88,12648854250,3468425.35,3612996,2.91717E-06,2.47889E-06,6.22305E+12,0.719233,75,75,33,33
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,182.88,548.64,6951653513,30119077.69,24727181,0.000329131,0.000243224,5.30181E+14,0.764487,30,30,23,23
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,548.64,900,7801299712,7726754.35,5429649,5.69636E-07,2.90794E-07,1.15561E+12,0.139126,30,30,30,30
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,900,1280.16,8058579586,7312175.2,3977989,2.23709E-07,8.0196E-08,1.32071E+12,0.157166,11,11,11,11
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,182.88,548.64,9955261452,956735.15,1220199,3.0721E-08,3.9977E-08,98214456072,0.327564,31,31,12,12
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,548.64,900,15683986011,10553061.93,7568102,1.68546E-06,1.00231E-06,2.59126E+13,0.482367,16,16,8,8
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,900,1280.16,15788732506,9387470.83,5301541,7.18568E-07,2.39107E-07,1.49273E+13,0.411568,12,12,11,11
sablefish,Anoplopoma fimbria,20510,2004,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Degs,32,34,55 183 549 900 1280 meter bounds,54.864,182.88,3851340919,,,,,,,14,14,0,0
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,54.864,182.88,11787264639,2543380.19,2641197,1.28958E-07,1.43321E-07,2.35756E+11,0.190906,76,76,49,49
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,182.88,548.64,5828866862,9535484.94,4500073,4.50963E-06,7.84509E-07,4.03205E+12,0.210581,38,38,38,38
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,548.64,900,4023607871,6577652.06,3516339,5.13087E-06,1.46569E-06,3.32264E+12,0.277122,25,25,25,25
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,900,1280.16,3954626654,4084065.81,1908424,6.51862E-07,1.84381E-07,7.84193E+11,0.21683,13,13,12,12
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,54.864,182.88,11255124725,3100633.83,3223872,4.48303E-07,2.37287E-07,5.62278E+11,0.241838,101,101,63,63
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,182.88,548.64,6210902689,10359278.78,4845723,4.2945E-06,6.5507E-07,3.45129E+12,0.179333,48,48,45,45
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,548.64,900,5264062343,6988592.53,4056677,1.32436E-06,4.40515E-07,1.14683E+12,0.153236,32,32,31,31
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,900,1280.16,5303944406,7345815.41,3474506,1.46298E-06,3.63397E-07,2.42096E+12,0.211814,17,17,17,17
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34To40Pt5Degs,34,40.5,55 183 549 900 1280 meter bounds,54.864,182.88,12648854250,2531574.65,2570067,5.96884E-07,5.23403E-07,1.04942E+12,0.404655,91,91,26,26
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,182.88,548.64,6951653513,7594942.18,5902222,1.3518E-06,7.75334E-07,1.25627E+12,0.147577,52,52,48,48
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,548.64,900,7801299712,13129831.14,9601073,3.68957E-06,2.03579E-06,8.3166E+12,0.219641,27,27,27,27
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,900,1280.16,8058579586,7509314.72,3756908,5.12035E-07,1.28413E-07,2.21679E+12,0.198272,15,15,15,15
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,182.88,548.64,9955261452,4069895.5,5009808,1.71435E-06,3.8493E-06,3.86147E+12,0.482829,44,44,24,24
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,548.64,900,15683986011,3945837.47,2477738,1.37496E-07,5.8346E-08,1.30086E+12,0.289052,26,26,11,11
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,900,1280.16,15788732506,7043922.83,3747206,6.6514E-08,3.2755E-08,1.03631E+12,0.144521,16,16,16,16
sablefish,Anoplopoma fimbria,20510,2005,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Degs,32,34,55 183 549 900 1280 meter bounds,54.864,182.88,3851340919,,,,,,,16,16,0,0
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,54.864,182.88,11787264639,1724028.47,1485729,1.06771E-07,7.4415E-08,1.78732E+11,0.24522,83,83,38,38
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,182.88,548.64,5828866862,7127025.27,3315764,3.91062E-06,5.43613E-07,4.42887E+12,0.295283,30,30,27,27
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,548.64,900,4023607871,4885418.76,2882673,6.05137E-07,1.90443E-07,5.76284E+11,0.155388,17,17,17,17
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,900,1280.16,3954626654,5354958.95,2290237,1.72775E-06,3.3788E-07,1.35102E+12,0.217057,20,20,19,19
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,54.864,182.88,11255124725,1987806.16,904588,2.23454E-07,3.5321E-08,3.72455E+11,0.307017,76,76,25,25
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,182.88,548.64,6210902689,20949880,9484216,0.000152396,3.7292E-05,9.79785E+13,0.47248,60,60,58,58
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,548.64,900,5264062343,7365284.15,4320086,7.2342E-07,2.46328E-07,8.01849E+11,0.121579,25,25,25,25
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,900,1280.16,5303944406,7261013.98,3083043,7.41329E-07,1.08003E-07,9.47951E+11,0.13409,22,22,22,22
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34To40Pt5Degs,34,40.5,55 183 549 900 1280 meter bounds,54.864,182.88,12648854250,687004.71,596950,5.0056E-08,3.423E-08,98871688187,0.457695,81,81,12,12
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,182.88,548.64,6951653513,9016594.81,5111826,1.30815E-06,4.23063E-07,1.29014E+12,0.125973,49,49,48,48
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,548.64,900,7801299712,10377633.16,6750527,6.23524E-07,2.62676E-07,1.40547E+12,0.114239,27,27,27,27
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,34.5,40.5,55 183 549 900 1280 meter bounds,900,1280.16,8058579586,10130369.72,4666301,4.59943E-06,6.77832E-07,8.534E+12,0.288371,35,35,33,33
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,182.88,548.64,9955261452,2182324.14,1695425,3.98695E-07,2.08989E-07,7.31732E+11,0.391974,54,54,18,18
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,548.64,900,15683986011,6572135.56,4616244,7.21942E-07,3.55843E-07,8.07221E+12,0.432304,22,22,12,12
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,32,34.5,55 183 549 900 1280 meter bounds,900,1280.16,15788732506,7776133.31,4144349,1.60822E-07,5.9826E-08,2.11002E+12,0.186801,19,19,18,18
sablefish,Anoplopoma fimbria,20510,2006,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),32To34Degs,32,34,55 183 549 900 1280 meter bounds,54.864,182.88,3851340919,,,,,,,21,21,0,0
sablefish,Anoplopoma fimbria,20510,2007,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,54.864,182.88,11787264639,1670502.22,1062445,6.572E-08,1.6815E-08,93174346454,0.182726,98,98,50,50
sablefish,Anoplopoma fimbria,20510,2007,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,182.88,548.64,5828866862,7186442.63,3515241,2.64824E-06,7.0733E-07,1.87449E+12,0.190514,48,48,42,42
sablefish,Anoplopoma fimbria,20510,2007,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,548.64,900,4023607871,4677180,2401221,5.4451E-07,1.49902E-07,4.63963E+11,0.145632,19,19,19,19
sablefish,Anoplopoma fimbria,20510,2007,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,45,49,55 183 549 900 1280 meter bounds,900,1280.16,3954626654,4739127.1,2082954,8.7056E-07,1.68085E-07,6.80738E+11,0.174097,20,20,20,20
sablefish,Anoplopoma fimbria,20510,2007,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,54.864,182.88,11255124725,1950151.3,910705,1.30634E-07,2.3281E-08,2.12159E+11,0.23619,78,78,30,30
sablefish,Anoplopoma fimbria,20510,2007,Groundfish Slope and Shelf Combination Survey,L32 34 34.5 40.5 45 49 D55 183 549 900 1280 Sblfsh,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,40.5,45,55 183 549 900 1280 meter bounds,182.88,548.64,6210902689,9997961.43,3991589,6.24688E-06,9.26159E-07,3.49239E+12,0.186918,69,69,64,64
